PAD scores taken from Park et al. 2011
happiness: 0.5900, 0.4278, 0.4607
surprise: 0.4350, 0.0813, -0.1046
disgust: -0.2745, 0.0860, 0.0095
angry: -0.2543, 0.5081, 0.1367
fearful: -0.6080, 0.3507, -0.3720
sad: -0.4423, -0.2610, -0.2880
